Ano de lancamento,Classificacao,Genero,Nome,Plataforma
2006.0,0,4,Blokus Portable: Steambot Championship,16
2009.0,99,6,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0
2009.0,99,6,Mamoru-kun wa Norowarete Shimatta!,4
2014.0,2,5,Dance Central: Spotlight,17
1999.0,99,8,Gauntlet Legends,11
2006.0,0,3,Rune Factory: A Fantasy Harvest Moon,3
2015.0,99,5,Theatrhythm Dragon Quest,10
2002.0,0,4,Egg Mania: Eggstreme Madness,13
2010.0,0,7,Pet Pals: New Leash on Life,3
2013.0,99,3,Exstetra,10
2006.0,99,10,Clannad,6
2011.0,2,6,Blackwater,4
2009.0,99,10,Gobliiins 4,14
2006.0,2,11,Rise of Nations: Rise of Legends,14
2008.0,99,8,Secret Service: Ultimate Sacrifice,6
2015.0,2,5,Rock Band 4,17
2007.0,0,7,Pocket Pets,3
2000.0,99,0,Tony Hawk's Pro Skater,2
1999.0,99,0,Madden NFL 2000,11
2007.0,0,7,Imagine: Babyz,3
2004.0,0,1,Tak 2: The Staff of Dreams,6
2005.0,2,9,Marvel Nemesis: Rise of the Imperfects,16
2008.0,0,5,Looney Tunes: Cartoon Conductor,3
2004.0,0,1,Scaler,19
2012.0,99,8,Hakuoki: Reimeiroku DS,3
2010.0,3,8,Prince of Persia: The Forgotten Sands,3
2014.0,3,8,Tenkai Knights: Brave Battle,10
2011.0,0,0,Major League Baseball 2K11,4
2000.0,99,9,WWF SmackDown! 2: Know Your Role,12
1999.0,99,7,Harvest Moon 64,11
2006.0,3,2,Need for Speed Carbon,19
2002.0,0,0,NBA Jam 2002,8
2011.0,99,3,Metal Max 2 Reloaded,3
2007.0,99,5,Itadaki Street DS,3
2006.0,0,8,Barnyard,8
2000.0,99,0,Reel Fishing II,12
2007.0,0,0,NCAA March Madness 08,5
2005.0,3,0,NHL 06,6
2016.0,99,8,Gundam Breaker 3,22
2011.0,3,5,Rio,0
2011.0,2,6,Heavy Fire: The Chosen Few 3D,10
1988.0,3,7,SimCity,14
2009.0,1,10,Hakuoki: Demon of the Fleeting Blossom,16
2009.0,3,1,CID The Dummy,16
2013.0,3,7,SimCity (2013),14
2009.0,99,8,X-Men Origins: Wolverine - Uncaged Edition,14
2016.0,99,8,Dynasty Warriors: Eiketsuden,5
2009.0,1,3,Risen,4
2003.0,0,4,Tetris Worlds (Online Edition),13
2009.0,0,2,Powerbike,3
2009.0,99,0,Yoga Wii,0
2005.0,99,8,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,8
2009.0,3,4,Sudoku Ball Detective,3
2001.0,0,2,Star Wars: Super Bombad Racing,6
2005.0,0,0,FIFA Street,6
2015.0,99,7,Farming Simulator 2015,5
2014.0,99,11,Gundam Try Age SP,10
2016.0,3,8,LEGO Marvel's Avengers,4
2000.0,99,11,Starcraft 64,11
2008.0,99,5,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,6
2001.0,2,6,MDK2 Armageddon,6
0.0,1,6,Singularity,4
2013.0,99,9,Killer Instinct (2013),17
2003.0,0,1,SpongeBob SquarePants: Battle for Bikini Bottom,8
2008.0,2,8,The Chronicles of Narnia: Prince Caspian,5
2003.0,1,6,Fugitive Hunter: War on Terror,6
1998.0,99,0,NBA Live 99,11
2006.0,0,8,Finding Nemo: Escape to the Big Blue,3
2007.0,0,10,The Bee Game,3
1996.0,99,9,Star Gladiator Episode: I Final Crusade,12
2005.0,0,0,NBA,16
2012.0,3,5,Just Dance 4,4
2005.0,99,5,Super Robot Monkey Team: Game Boy Advance Video Volume 1,8
2010.0,0,7,Imagine Animal Doctor Care Center,3
1998.0,99,11,Pokémon Trading Card Game,2
2012.0,0,0,SSX,5
1998.0,99,6,Real Robots Final Attack,12
2014.0,99,3,Yokai Watch 2 Shinuchi,10
2002.0,2,8,Mystic Heroes,19
2007.0,99,5,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,6
2000.0,0,2,NASCAR 2001,6
1989.0,99,0,Tennis,2
2004.0,0,1,Lemony Snicket's A Series of Unfortunate Events,13
1999.0,99,0,NFL Xtreme 2,12
2000.0,0,11,Theme Park Roller Coaster,6
2014.0,99,10,Ro-Kyu-Bu! Secret Photo Op,22
2011.0,99,7,The Sims Medieval: Pirates and Nobles,14
2003.0,2,8,Enter the Matrix,13
2008.0,2,5,Rock Revolution,4
2002.0,1,6,Serious Sam,13
2005.0,0,1,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,6
2006.0,0,0,NBA Ballers: Rebound,16
2008.0,0,0,Big Beach Sports,0
2010.0,3,8,Boot Camp Academy,0
2011.0,99,5,Pac-Man & Galaga Dimensions,10
2010.0,99,10,CSI: Unsolved!,3
2009.0,2,8,X-Men Origins: Wolverine,6
2009.0,0,5,Press Your Luck 2010 Edition,3
2008.0,2,7,Armored Core: For Answer,5
2013.0,99,10,Accel World: Kasoku no Chouten,5
2005.0,3,1,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,13
2003.0,1,6,"Warhammer 40,000: Fire Warrior",6
2006.0,99,5,Gotouchi Kenkei DS,3
2008.0,1,6,Legendary,4
2006.0,0,4,Math Play,3
2003.0,2,3,Final Fantasy X-2,6
1999.0,99,3,Digimon Adventure: Anode Tamer,25
2014.0,2,2,The Crew,14
2006.0,99,7,Paws & Claws: Pet Resort,8
2003.0,1,8,Silent Hill 3,6
2005.0,0,0,FIFA Soccer,16
2003.0,1,8,Dino Crisis 3,13
2014.0,99,10,Sherlock Holmes: Crimes & Punishments,17
2009.0,3,8,Coraline,6
2016.0,3,1,Skylanders Imaginators,17
1997.0,99,4,Bust-A-Move 2 Arcade Edition,11
0.0,99,4,Super Breakout,15
2014.0,99,5,Love Live! School Idol Paradise,22
2004.0,99,5,Cartoon Network Collection: Game Boy Advance Video Volume 1,8
2009.0,3,11,Worms,5
2002.0,2,2,Whiteout,13
2013.0,1,8,Hitman: HD Trilogy,5
2006.0,0,0,NBA 07,6
1997.0,0,3,RPG Maker,12
2008.0,3,3,Fire Emblem: Shadow Dragon,3
2004.0,1,8,The Suffering,13
1995.0,99,6,DefCon 5,12
1999.0,99,2,Hydro Thunder,12
2010.0,99,0,North American Hunting Extravaganza 2,0
2010.0,99,6,Ketsui: Kizuna Jigoku Tachi Extra,4
2010.0,0,0,pro evolution soccer 2011,0
2003.0,99,5,Jampack Winter 2003 (RP-T),6
2010.0,2,3,Star Ocean: The Last Hope International,5
1996.0,99,0,Snowboard Kids,11
2010.0,0,10,Fancy Nancy: Tea Party Time!,3
1998.0,99,8,Tomb Raider: The Last Revelation,12
2002.0,99,3,Shin Megami Tensei NINE,13
2004.0,0,0,Athens 2004,6
2006.0,3,7,Rebel Raiders: Operation Nighthawk,6
2003.0,99,3,Hanjuku Eiyuu Tai 3D,6
2000.0,99,0,Mario Tennis,2
2003.0,0,1,Mega Man Network Transmission,19
2008.0,3,5,Pinball Hall of Fame: The Williams Collection,0
2004.0,0,0,Street Jam Basketball,8
2011.0,0,0,Top Spin 4,4
2010.0,2,8,Prince of Persia: The Forgotten Sands,16
2001.0,0,1,Sonic Adventure 2,21
2004.0,99,5,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,8
1981.0,99,4,Ms. Pac-Man,15
2008.0,2,5,SingStar Country,6
2006.0,2,9,Super Dragon Ball Z,6
2014.0,0,0,Tour de France 2014,9
2006.0,1,6,Urban Chaos: Riot Response,13
2005.0,2,9,InuYasha: Feudal Combat,6
2004.0,2,8,King Arthur,6
2011.0,2,8,Tom Clancy's Splinter Cell 3D,10
2006.0,2,3,Marvel: Ultimate Alliance,16
2011.0,99,3,Monster Hunter Frontier Online: Forward 2,4
2009.0,3,1,Where the Wild Things Are,0
2006.0,2,8,Viewtiful Joe: Red Hot Rumble,16
2001.0,1,6,Soldier of Fortune: Gold Edition,6
2007.0,0,4,Puchi Puchi Virus,3
2012.0,99,10,Ratchet & Clank: Full Frontal Assault,5
2008.0,0,7,My Baby Girl,3
2009.0,99,0,EA Sports Grand Slam Tennis,0
2006.0,0,1,Flushed Away,19
2007.0,99,0,Imagine: Figure Skater (US sales),3
2004.0,99,5,Doko Demo Issho,16
2002.0,2,6,TimeSplitters 2,6
2010.0,0,0,Shawn Johnson Gymnastics,0
2008.0,0,10,Igor: The Game,3
2005.0,99,8,Mobile Suit Gundam: One Year War,6
2008.0,99,10,Ryu Ga Gotoku Kenzan!,5
2011.0,99,10,Akiba's Trip,16
2004.0,3,8,Dragon Ball: Advanced Adventure,8
2010.0,0,7,Sushi Go-Round,3
2006.0,0,2,Cars,6
2011.0,99,5,Just Sing! Vol. 2,3
2009.0,3,0,The BIGS 2,6
0.0,99,8,Action Man-Operation Extreme,12
2006.0,1,8,Saints Row,4
2012.0,1,8,Family Guy: Back to the Multiverse,4
2009.0,99,9,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,16
2009.0,0,4,Learn Math,3
2007.0,2,1,Spider-Man 3,16
2016.0,1,3,The Technomancer,17
2010.0,3,4,Puzzle Chronicles,16
2007.0,2,11,Age of Empires III: The Asian Dynasties,14
2000.0,0,2,Rollcage Stage II,12
2010.0,0,5,Junior Brain Trainer 2,3
2002.0,2,10,Pirates: The Legend of Black Kat,13
2005.0,2,6,Coded Arms,16
2003.0,1,8,Resident Evil 2,19
0.0,99,1,Donkey Kong Land III,2
2009.0,0,8,The Chase: Felix Meets Felicity,3
2016.0,2,9,Street Fighter V,14
2006.0,99,10,Tsuyo Kiss: Mighty Heart,6
2008.0,2,6,Battlefield: Bad Company,4
2006.0,99,5,Mahjong Kakutou Club: Zenkoku Taisenban,5
2009.0,2,8,X-Men Origins: Wolverine,0
1998.0,99,8,Ninja: Shadow of Darkness,12
2010.0,99,5,Cheer We Go!,3
2012.0,99,3,Etrian Odyssey IV: Legends of the Titans,10
2007.0,0,10,Disney Princess: Enchanted Journey,0
2011.0,1,6,Call of Duty: Modern Warfare 3,14
2010.0,3,3,Etrian Odyssey III: The Drowned City,3
2011.0,99,7,Wildlife Park 3,14
2009.0,0,11,Farm Frenzy 3,14
2005.0,3,3,Sigma Star Saga,8
2001.0,99,4,M&M's Blast!,8
2012.0,0,10,Kinect Rush: A Disney Pixar Adventure,4
2001.0,2,2,Crazy Taxi,19
2015.0,99,8,A Good Librarian Like a Good Shepherd: Library Party,22
1990.0,99,2,F-Zero,7
2006.0,2,9,The King of Fighters XI,6
2006.0,2,2,The Fast and the Furious,6
2008.0,3,6,Twin Strike: Operation Thunder,0
2002.0,0,2,V-Rally 3,8
2014.0,1,6,Call of Duty: Advanced Warfare,4
2003.0,0,2,Motor Trend presents Lotus Challenge,13
2011.0,99,2,WRC 2: FIA World Rally Championship,4
2005.0,6,10,Dora the Explorer: Journey to the Purple Planet,19
2010.0,99,0,Power Pro Kun Pocket 13,3
2005.0,1,8,Evil Dead: Regeneration,6
1999.0,99,11,Railroad Tycoon II,12
2002.0,0,0,SSX Tricky,8
2008.0,99,10,Tokimeki Memorial: Girl's Side 2nd Season,3
2003.0,99,0,AMF Bowling 2004,13
2008.0,99,2,System 3 presents Ferrari Challenge Trofeo Pirelli,3
1991.0,99,8,Super Wagyan Land,7
1997.0,99,0,Bottom of the 9th '97,12
2013.0,1,3,Diablo III,4
2009.0,2,5,The Beatles: Rock Band,0
2013.0,99,3,Little Battlers eXperience W,10
2007.0,0,0,MLB 07: The Show,16
2004.0,99,2,Need for Speed Underground 2,19
2009.0,99,5,Bae Yong-joon to Manabu Kankokugo DS,3
2010.0,99,8,Super Monkey Ball: Step & Roll,0
2011.0,2,0,Self-Defense Training Camp,4
2008.0,0,2,NASCAR 09,6
2012.0,0,7,Style Savvy: Trendsetters,10
2008.0,3,0,NHL 09,5
2010.0,0,7,Harvest Moon: The Tale of Two Towns,3
1999.0,99,9,The King of Fighters '98: Dream Match Never Ends,12
2002.0,0,8,Pac-Man World 2,19
2005.0,1,8,Ninja Gaiden Black,13
2003.0,0,2,Crash Nitro Kart,13
2011.0,0,0,Nicktoons: MLB,0
2010.0,99,10,Kiniro no Corda 3,6
2004.0,0,5,Atari Anthology,6
2008.0,0,1,Wall-E,0
2012.0,99,3,UnchainBlades EXXiV,10
2005.0,0,5,Millipede / Super Breakout / Lunar Lander,8
2006.0,99,3,Summon Night 4,6
2012.0,2,9,SoulCalibur V,4
2015.0,99,3,The Legend of Heroes: Trails in the Sky SC Evolution,22
2004.0,0,2,Need for Speed: Porsche Unleashed,8
2016.0,2,3,Sword Art Online: Hollow Realization,22
2016.0,0,0,Madden NFL 17,9
2009.0,2,8,Batman: Arkham Asylum,4
2009.0,2,5,Rock Band Track Pack: Classic Rock,5
2004.0,0,7,Star Trek: Shattered Universe,13
2015.0,1,8,Just Cause 3,9
2002.0,0,10,Cubivore: Survival of the Fittest,19
2011.0,1,6,Call of Juarez: The Cartel,14
2006.0,0,2,Cars,3
2003.0,2,1,Mission: Impossible - Operation Surma,6
2009.0,0,0,NCAA Basketball 10,5
2005.0,99,9,Shonen Jump's One Piece: Grand Battle,6
2010.0,3,4,Yard Sale Hidden Treasures: Sunnyville,3
2010.0,1,8,Darksiders,14
2006.0,0,2,Pac-Man World Rally,19
2008.0,2,8,Star Wars: The Force Unleashed,4
2004.0,0,0,NHL 2005,6
2001.0,99,0,Razor Freestyle Scooter,8
2006.0,99,5,World Championship Poker: Featuring Howard Lederer - All In,6
2003.0,1,8,Rogue Ops,19
2011.0,1,6,Call of Juarez: The Cartel,5
2004.0,1,6,Counter-Strike: Source,14
2011.0,99,0,Power Pro Kun Pocket 14,3
2002.0,99,0,Backyard NFL Football,8
2011.0,0,5,uDraw Studio: Instant Artist,0
2008.0,99,3,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,3
2005.0,0,1,"Ed, Edd n Eddy: The Mis-Edventures",6
2007.0,0,2,Forza Motorsport 2,4
2006.0,0,2,NASCAR 07,6
2016.0,99,3, Beyblade Burst,10
2012.0,0,0,NBA 2K13,4
1995.0,99,4,3D Lemmings,12
2009.0,2,11,Age of Empires III: Complete Collection,14
2007.0,3,8,Shrek the Third,0
2007.0,2,8,Metal Gear Solid: Portable Ops Plus,16
1997.0,99,8,Treasures of the Deep,12
2009.0,2,5,SingStar Latino,5
1986.0,99,8,Doraemon,1
2004.0,2,6,Army Men: Sarge's War,19
2015.0,0,0,Rugby World Cup 2015,5
2008.0,99,2,Speed Racer: The Videogame,0
2010.0,99,5,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,3
2008.0,99,5,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,3
1994.0,99,9,The King of Fighters '95 (CD),26
0.0,3,11,Homeworld Remastered Collection,14
2005.0,0,1,Animaniacs: The Great Edgar Hunt,19
2004.0,0,5,Texas Hold 'Em Poker,8
2004.0,2,6,Robotech: Invasion,13
2011.0,0,5,Patapon 3,16
2008.0,1,8,Dead Space,14
2003.0,0,0,MLB SlugFest 20-04,19
1981.0,99,8,Astroblast,15
2010.0,1,6,Battlefield: Bad Company 2,14
1998.0,0,11,Pharaoh,14
2003.0,99,3,Sakura Wars: Atsuki Chishio Ni,6
2011.0,99,2,Off-Road Drive,14
2009.0,99,10,Memories Off #5: Togireta Film,16
2008.0,2,11,Tom Clancy's EndWar,4
2011.0,0,4,Junior Mystery Quest,3
2010.0,3,0,High Velocity Bowling,5
1999.0,99,2,Jeremy McGrath Supercross 2000,11
2013.0,2,8,Batman: Arkham Origins,4
2008.0,2,5,Guitar Hero: Aerosmith,5
2006.0,99,8,50 Cent: Bulletproof,16
1999.0,99,2,RR64: Ridge Racer 64,11
1987.0,99,6,Desert Falcon,15
2010.0,99,10,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,16
0.0,1,6,BioShock 2,14
2008.0,0,7,My Farm Around the World,3
2009.0,2,3,Ys Seven,16
2005.0,99,3,Tao Adventure: Curse Demon,3
1997.0,99,6,The House of the Dead,23
2009.0,3,8,The Secret Saturdays: Beasts of the 5th Sun,6
2014.0,99,10,Adventure Time: The Secret of the Nameless ,10
2010.0,99,10,Durarara!! 3-way Standoff,16
2010.0,0,5,Deal or No Deal: Special Edition,3
2006.0,2,6,Army Men: Major Malfunction,13
2009.0,99,5,Disney Sing It! High School Musical 3: Senior Year,4
2008.0,0,2,Homie Rollerz,3
1995.0,99,6,Iron Storm,23
2015.0,0,0,Madden NFL 16,9
2009.0,2,8,Overlord: Dark Legend,0
2014.0,99,8,Tsukigime Ranko's Longest Day,5
2012.0,1,3,The Secret World,14
2011.0,1,8,Crysis 2,5
2013.0,99,7,Muv-Luv Alternative: Total Eclipse,5
2008.0,0,6,Nanostray 2,3
2001.0,99,11,Super Robot Taisen A,8
2000.0,2,9,Knockout Kings 2001,12
2000.0,2,9,The King of Fighters '99,12
2006.0,2,11,The Lord of the Rings: The Battle for Middle-Earth II,4
2009.0,99,0,Dorabase 2: Nettou Ultra Stadium,3
2002.0,0,2,Sega GT 2002,13
2013.0,99,8,Castlevania: Lords of Shadow - Mirror of Fate,10
0.0,99,1,Saru! Get You! Million Monkeys,6
2001.0,0,0,Tony Hawk's Pro Skater 2,8
2005.0,2,2,American Chopper 2: Full Throttle,13
2000.0,99,0,Mia Hamm Soccer 64,11
2003.0,2,11,Aliens versus Predator: Extinction,13
2008.0,0,0,Active Life: Outdoor Challenge,0
2013.0,99,10,Sakura-Sou no Pet na Kanojo,16
2005.0,3,8,Harry Potter and the Goblet of Fire,16
2006.0,0,0,NCAA Football 07,6
2001.0,2,3,Final Fantasy X,6
2012.0,1,6,Call of Duty: Black Ops II,14
2008.0,3,10,Goosebumps HorrorLand,6
2009.0,1,6,Left 4 Dead 2,14
2001.0,0,0,Yanya Caballista: City Skater,6
2010.0,99,5,Thomas & Friends: Hero of the Rails,3
2009.0,99,0,Pro Yaky? Spirits 6,6
2004.0,2,6,Shadow Ops: Red Mercury,13
1995.0,99,8,Mega Man X3,7
2008.0,3,8,The Spiderwick Chronicles,4
2005.0,99,5,Cartoon Network Collection: Game Boy Advance Video Special Edition,8
2012.0,99,8,Ao no Exorcist: Genkoku no Labyrinth,16
2008.0,99,7,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,16
2007.0,3,3,ASH: Archaic Sealed Heat,3
1995.0,99,6,Virtua Cop,23
1995.0,99,6,Parodius,23
1998.0,99,11,Black/Matrix,23
1994.0,99,9,Mortal Kombat 3,20
2012.0,1,8,Assassin's Creed III,4
2007.0,3,4,Mystery Case Files: Ravenhearst,14
2009.0,2,6,Metal Slug XX,16
2011.0,0,8,Pro Evolution Soccer 2012,0
2010.0,0,4,The Treasures of Montezuma,3
1989.0,99,1,Disney's DuckTales,1
2008.0,99,10,Hanayori Danshi: Koi Seyo Onago,3
2001.0,99,0,Pro Evolution Soccer,6
2004.0,2,8,Knight's Apprentice: Memorick's Adventures,13
2000.0,99,4,The Adventures of Cookie & Cream,6
2010.0,99,5,Buzz! The Ultimate Music Quiz,5
1996.0,99,9,Street Fighter Alpha: Warriors' Dreams,23
2001.0,2,6,James Bond 007: Agent Under Fire,6
2014.0,2,9,Persona 4: Arena Ultimax,5
2010.0,3,8,Megamind: Ultimate Showdown,5
2007.0,3,3,Summon Night: Twin Age,3
2008.0,99,10,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,3
2004.0,2,10,Echo Night Beyond,6
2012.0,99,10,Botanicula,14
2012.0,2,8,Dungeon Hunter Alliance,22
2005.0,3,8,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,19
1995.0,99,10,Tenchi Muyou! Ryoukouki Gokuraku,23
2008.0,99,0,Summer Sports: Paradise Island (Others sales),0
1994.0,99,0,NHL FaceOff,12
2007.0,99,10,Imabikisou,5
1999.0,99,0,International Superstar Soccer 2000 (All region sales),11
2010.0,99,11,The History Channel: Great Battles - Medieval,4
2014.0,3,8,The LEGO Movie Videogame,14
2003.0,0,8,Beyblade VForce: Ultimate Blader Jam,8
2007.0,99,0,We Love Golf!,0
2011.0,2,1,Shinobi,10
2010.0,99,7,Dream C Club Portable,16
2011.0,99,5,Battle & Get! Pokemon Typing DS,3
1992.0,99,10,Super Mario Land 2: 6 Golden Coins,2
2002.0,0,1,Secret Agent Barbie: Royal Jewels Mission,8
2011.0,99,5,Kids Learn Music A+ Edition,3
2005.0,2,8,From Russia With Love,13
2002.0,99,9,Marvel vs. Capcom 2: New Age of Heroes,6
2011.0,0,0,Winter Stars,5
2008.0,3,8,SPRay,0
2009.0,3,8,G-Force,4
2008.0,2,5,Guitar Hero: World Tour,5
2006.0,99,9,Naruto: Ninja Destiny (US sales),3
1997.0,99,9,Dual Heroes,11
0.0,99,0,Home Run,15
2016.0,0,0,NBA 2K17,4
2001.0,0,7,Ace Combat 04: Shattered Skies,6
2005.0,2,0,Cabela's Outdoor Adventures (2006),6
2012.0,0,0,FIFA Street,4
2002.0,0,4,Tetris Worlds,19
2013.0,0,0,Turbo: Super Stunt Squad,4
2007.0,2,3,Crisis Core: Final Fantasy VII,16
2011.0,99,9,Pac-Man All-Stars,5
2005.0,2,3,Gauntlet: Seven Sorrows,13
2016.0,99,5,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,9
2003.0,0,7,Harvest Moon: More Friends of Mineral Town,8
2008.0,0,4,Luxor 3,0
2016.0,99,8,Eve: Burst Error R,22
2010.0,0,1,Sonic Colors,3
2010.0,0,10,Winx Club: Rockstars,3
2009.0,0,10,SpongeBob vs The Big One: Beach Party Cook Off,3
2003.0,2,8,"Crouching Tiger, Hidden Dragon",6
2002.0,0,0,Kelly Slater's Pro Surfer,8
1995.0,99,10,Psychic Detective,12
2009.0,99,2,Yu-Gi-Oh! 5D's Wheelie Breakers,0
2011.0,3,8,LEGO Star Wars III: The Clone Wars,5
2005.0,99,2,Midnight Club 3: DUB Edition (America weekly sales),6
2008.0,0,10,Jake Power: Fireman,3
2011.0,99,8,Gundam Memories: Tatakai no Kioku,16
1992.0,99,9,Fatal Fury,7
2007.0,0,0,Madden NFL 08,16
2002.0,99,6,Doom II: Hell on Earth,8
2008.0,99,7,Hell's Kitchen: The Game,0
1996.0,99,3,Front Mission: Gun Hazard,7
2004.0,2,6,GoldenEye: Rogue Agent,13
2004.0,0,4,Bookworm,8
2009.0,1,8,The Saboteur,14
2007.0,99,9,Mahou Sensei Negima!? Neo-Pactio Fight!!,0
2010.0,99,5,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,3
2014.0,0,8,Penguins of Madagascar,18
2015.0,99,10,Minecraft: Story Mode,17
2010.0,2,5,Dance Paradise,4
2008.0,2,8,Dragon Ball: Origins,3
2006.0,99,7,Railfan,5
1997.0,99,1,Turok 2: Seeds of Evil,11
2006.0,99,7,Ochaken no Heya DS,3
2008.0,2,8,Lost: Via Domus,4
2009.0,0,8,Water Sports,0
2012.0,99,8,Little Busters! Converted Edition,22
2006.0,3,8,Barnyard,6
1981.0,99,6,Carnival,15
2006.0,2,8,The Da Vinci Code,13
1993.0,99,0,Mega Man Soccer,7
2015.0,3,8,LEGO Jurassic World,9
2000.0,2,3,Vagrant Story,12
2006.0,99,8,Gundam Battle Royale,16
2004.0,99,5,All Grown Up! Express Yourself,8
2013.0,2,8,One Piece: Pirate Warriors 2,5
1999.0,99,0,Bassmasters 2000,11
2001.0,2,6,Mister Mosquito,6
2010.0,0,0,Little League World Series Baseball: Double Play,0
2014.0,3,8,The LEGO Movie Videogame,4
2009.0,0,7,My Ballet Studio,3
2002.0,2,3,Lost Kingdoms,19
2009.0,99,8,Avatar: The Game,14
2011.0,3,10,Chronicles of Mystery: The Secret Tree of Life,3
2011.0,2,9,Super Street Fighter IV: 3D Edition,10
2016.0,99,3,Atelier Firis: The Alchemist of the Mysterious Journey,22
2005.0,99,5,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",3
1995.0,99,3,Guardian Heroes,23
2008.0,99,0,New International Track & Field,3
2011.0,99,10,Clover no Kuni no Alice: Wonderful Wonder World,16
2004.0,2,6,Star Wars: Battlefront,6
2008.0,99,5,Happy Dance Collection,0
2016.0,99,3,Kangokutou Mary Skelter,22
2007.0,99,11,Tennis no Oji-Sama: Card Hunter,6
2003.0,0,1,Looney Tunes: Back in Action,19
2004.0,0,8,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,6
2006.0,0,5,UNO 52,3
2009.0,99,6,Triggerheart Excelica Enhanced,6
2009.0,0,5,Easy Piano,3
0.0,0,7,My Healthy Cooking Coach,3
2012.0,1,6,Call of Duty: Black Ops II,18
2005.0,99,5,Super Monkey Ball: Touch & Roll,3
1997.0,99,9,The King of Fighters '96,12
2009.0,0,7,Dream Day: Wedding Destinations,3
2011.0,2,7,JASF: Jane's Advanced Strike Fighters,4
2003.0,2,7,IL-2 Sturmovik: Forgotten Battles,14
1999.0,99,0,NFL Blitz 2000,11
2016.0,2,7,Goat Simulator,17
2006.0,1,6,Bullet Witch,4
0.0,99,7,Combat Wings: The Great Battles of WWII,0
2001.0,0,0,Hard Hitter Tennis,6
2004.0,0,8,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,19
2014.0,99,5,Taiko Drum Master: Tokumori!,18
2009.0,2,3,Phantasy Star Portable 2,16
2011.0,2,2,Driver: San Francisco,4
2003.0,2,5,Midway Arcade Treasures,13
2005.0,2,0,Amped 3,4
2012.0,0,4,Balloon Pop 2,10
2009.0,2,9,Fight Night Round 4,4
2010.0,99,10,Doctor Who: Evacuation Earth,3
2012.0,1,8,Darksiders II,4
2005.0,0,0,Madden NFL 06,13
2003.0,0,8,Teenage Mutant Ninja Turtles,13
2010.0,0,0,Little League World Series Baseball 2010,4
2010.0,0,10,Rooms: The Main Building,3
2009.0,0,0,Imagine: Soccer Captain,3
2011.0,2,5,Yoostar2,5
2009.0,0,8,Up,16
2006.0,2,3,Final Fantasy XI,4
2009.0,99,10,Aibou DS,3
2009.0,0,2,Pimp My Ride: Street Racing,3
2009.0,2,9,BlazBlue: Calamity Trigger,4
2005.0,99,0,Power Pro Kun Pocket 8,3
2005.0,1,8,Shadow of Rome,6
2006.0,2,5,Capcom Classics Collection Remixed,16
2008.0,2,7,The Sims 2: Ikea Home Stuff,14
2006.0,0,4,Carol Vorderman's Sudoku,6
2014.0,1,8,Metal Gear Solid V: Ground Zeroes,14
2005.0,99,11,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,6
2005.0,99,5,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,6
0.0,1,9,Def Jam: Fight for NY,13
2009.0,1,8,Ninja Blade,4
2004.0,0,10,That's So Raven,8
2002.0,0,1,Disney's Donald Duck: Goin' Quackers,19
2008.0,99,11,Command & Conquer: Red Alert 3,14
2002.0,0,2,HSX HyperSonic.Xtreme,6
2011.0,3,3,Rune Factory: Tides of Destiny,5
2008.0,99,10,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,16
2006.0,3,3,Children of Mana,3
2005.0,1,6,SWAT 4,14
2014.0,99,10,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,10
1998.0,99,8,Irritating Stick,12
2008.0,2,9,The King of Fighters Collection: The Orochi Saga,16
2004.0,0,1,Ty the Tasmanian Tiger 2: Bush Rescue,19
2007.0,0,10,Touch Detective 2 1/2,3
2013.0,0,0,FIFA 14,0
2008.0,99,5,Order Up!,0
2012.0,3,0,NHL 13,5
2008.0,3,3,Dokapon Journey,3
2011.0,1,9,Fight Night Champion,4
2011.0,1,6,Red Faction: Armageddon,4
2013.0,99,3,Atelier Escha & Logy: Alchemists of the Dusk Sky,5
2000.0,99,10,Sakura Wars,21
